year,season,month,day,day_name,weekend,divvy_total_users,bluebikes_total_users,,,,Row Labels,Sum of divvy_total_users,Sum of bluebikes_total_users
2019,Summer,Aug,16,tuesday,FALSE,16133,10161,,,,,,
2019,Summer,Aug,17,wednesday,FALSE,17965,11219,,,,,,
2019,Summer,Aug,18,thursday,FALSE,12895,6790,,,,,,
2019,Summer,Aug,19,friday,FALSE,16420,7258,,,,,,
2019,Summer,Aug,20,saturday,TRUE,15600,9540,,,,,,
2019,Summer,Aug,21,sunday,TRUE,12589,7955,,,,,,
2019,Summer,Aug,22,monday,FALSE,19826,12860,,,,,,
2019,Summer,Aug,23,tuesday,FALSE,20444,13201,,,,,,
2019,Summer,Aug,24,wednesday,FALSE,20743,12439,,,,,,
2019,Summer,Aug,25,thursday,FALSE,20664,10142,,,,,,
2019,Summer,Aug,26,friday,FALSE,20208,9093,,,,,,
2019,Summer,Aug,27,saturday,TRUE,20717,11294,,,,,,
2019,Summer,Aug,28,sunday,TRUE,17742,12042,,,,,,
2019,Summer,Aug,29,monday,FALSE,15073,10107,,,,,,
2019,Summer,Aug,30,tuesday,FALSE,20724,13053,,,,,,
2019,Summer,Aug,31,wednesday,FALSE,20868,12349,,,,,,
2019,Summer,Aug,1,thursday,FALSE,20957,9496,,,,,,
2019,Summer,Aug,2,friday,FALSE,21777,9888,,,,,,
2019,Summer,Aug,3,saturday,TRUE,23002,12317,,,,,,
2019,Summer,Aug,4,sunday,TRUE,19955,12625,,,,,,
2019,Summer,Aug,5,monday,FALSE,19865,11122,,,,,,
2019,Summer,Aug,6,tuesday,FALSE,20224,11820,,,,,,
2019,Summer,Aug,7,wednesday,FALSE,21182,12000,,,,,,
2019,Summer,Aug,8,thursday,FALSE,21506,11438,,,,,,
2019,Summer,Aug,9,friday,FALSE,21320,10038,,,,,,
2019,Summer,Aug,10,saturday,TRUE,22295,11839,,,,,,
2019,Summer,Aug,11,sunday,TRUE,17500,11214,,,,,,
2019,Summer,Aug,12,monday,FALSE,13007,12113,,,,,,
2019,Summer,Aug,13,tuesday,FALSE,19085,12205,,,,,,
2019,Summer,Aug,14,wednesday,FALSE,18295,11618,,,,,,
2019,Summer,Aug,15,thursday,FALSE,20723,9317,,,,,,
2019,Summer,Aug,16,friday,FALSE,19799,8410,,,,,,
2019,Summer,Aug,17,saturday,TRUE,14822,9471,,,,,,
2019,Summer,Aug,18,sunday,TRUE,14136,11550,,,,,,
2019,Summer,Aug,19,monday,FALSE,19618,9569,,,,,,
2019,Summer,Aug,20,tuesday,FALSE,15744,11300,,,,,,
2019,Summer,Aug,21,wednesday,FALSE,19374,10829,,,,,,
2019,Summer,Aug,22,thursday,FALSE,20889,10001,,,,,,
2019,Summer,Aug,23,friday,FALSE,20779,8338,,,,,,
2019,Summer,Aug,24,saturday,TRUE,21589,10945,,,,,,
2019,Summer,Aug,25,sunday,TRUE,17678,11847,,,,,,
2019,Summer,Aug,26,monday,FALSE,10277,7590,,,,,,
2019,Summer,Aug,27,tuesday,FALSE,19595,12081,,,,,,
2019,Summer,Aug,28,wednesday,FALSE,19677,11701,,,,,,
2019,Summer,Aug,29,thursday,FALSE,19328,9359,,,,,,
2019,Summer,Aug,30,friday,FALSE,18825,9777,,,,,,
2019,Summer,Aug,31,saturday,TRUE,17361,6894,,,,,,
2019,Autumn,Sep,1,sunday,TRUE,16751,13369,,,,,,
2019,Autumn,Sep,2,monday,FALSE,18934,11836,,,,,,
2019,Autumn,Sep,3,tuesday,FALSE,13481,13661,,,,,,
2019,Autumn,Sep,4,wednesday,FALSE,18383,12888,,,,,,
2019,Autumn,Sep,5,thursday,FALSE,20129,9732,,,,,,
2019,Autumn,Sep,6,friday,FALSE,17138,10742,,,,,,
2019,Autumn,Sep,7,saturday,TRUE,18704,13167,,,,,,
2019,Autumn,Sep,8,sunday,TRUE,10430,13109,,,,,,
2019,Autumn,Sep,9,monday,FALSE,17027,13661,,,,,,
2019,Autumn,Sep,10,tuesday,FALSE,18278,10592,,,,,,
2019,Autumn,Sep,11,wednesday,FALSE,18079,13138,,,,,,
2019,Autumn,Sep,12,thursday,FALSE,17715,8742,,,,,,
2019,Autumn,Sep,13,friday,FALSE,16447,10909,,,,,,
2019,Autumn,Sep,14,saturday,TRUE,20696,12878,,,,,,
2019,Autumn,Sep,15,sunday,TRUE,13371,13406,,,,,,
2019,Autumn,Sep,16,monday,FALSE,17615,13286,,,,,,
2019,Autumn,Sep,17,tuesday,FALSE,18969,13554,,,,,,
2019,Autumn,Sep,18,wednesday,FALSE,19463,14282,,,,,,
2019,Autumn,Sep,19,thursday,FALSE,19532,12449,,,,,,
2019,Autumn,Sep,20,friday,FALSE,19849,11335,,,,,,
2019,Autumn,Sep,21,saturday,TRUE,14369,13222,,,,,,
2019,Autumn,Sep,22,sunday,TRUE,6901,13427,,,,,,
2019,Autumn,Sep,23,monday,FALSE,18694,13520,,,,,,
2019,Autumn,Sep,24,tuesday,FALSE,19718,10935,,,,,,
2019,Autumn,Sep,25,wednesday,FALSE,18299,14025,,,,,,
2019,Autumn,Sep,26,thursday,FALSE,19256,11963,,,,,,
2019,Autumn,Sep,27,friday,FALSE,9091,10682,,,,,,
2019,Autumn,Sep,28,saturday,TRUE,9362,12004,,,,,,
2019,Autumn,Sep,29,sunday,TRUE,8282,12183,,,,,,
2019,Autumn,Sep,30,monday,FALSE,18256,9071,,,,,,
2019,Autumn,Oct,1,tuesday,FALSE,18425,11496,,,,,,
2019,Autumn,Oct,2,wednesday,FALSE,9882,11767,,,,,,
2019,Autumn,Oct,3,thursday,FALSE,15647,9315,,,,,,
2019,Autumn,Oct,4,friday,FALSE,14570,8632,,,,,,
2019,Autumn,Oct,5,saturday,TRUE,10452,11449,,,,,,
2019,Autumn,Oct,6,sunday,TRUE,13396,11403,,,,,,
2019,Autumn,Oct,7,monday,FALSE,17256,9153,,,,,,
2019,Autumn,Oct,8,tuesday,FALSE,17537,9473,,,,,,
2019,Autumn,Oct,9,wednesday,FALSE,17226,5724,,,,,,
2019,Autumn,Oct,10,thursday,FALSE,15795,6744,,,,,,
2019,Autumn,Oct,11,friday,FALSE,8016,9942,,,,,,
2019,Autumn,Oct,12,saturday,TRUE,8702,10029,,,,,,
2019,Autumn,Oct,13,sunday,TRUE,10533,11776,,,,,,
2019,Autumn,Oct,14,monday,FALSE,13785,10933,,,,,,
2019,Autumn,Oct,15,tuesday,FALSE,13297,9260,,,,,,
2019,Autumn,Oct,16,wednesday,FALSE,12886,10988,,,,,,
2019,Autumn,Oct,17,thursday,FALSE,13635,10114,,,,,,
2019,Autumn,Oct,18,friday,FALSE,14096,8994,,,,,,
2019,Autumn,Oct,19,saturday,TRUE,13953,11676,,,,,,
2019,Autumn,Oct,20,sunday,TRUE,10419,10609,,,,,,
2019,Autumn,Oct,21,monday,FALSE,11757,10209,,,,,,
2019,Autumn,Oct,22,tuesday,FALSE,11011,12187,,,,,,
2019,Autumn,Oct,23,wednesday,FALSE,13011,11864,,,,,,
2019,Autumn,Oct,24,thursday,FALSE,12390,9726,,,,,,
2019,Autumn,Oct,25,friday,FALSE,11910,2133,,,,,,
2019,Autumn,Oct,26,saturday,TRUE,3326,9058,,,,,,
2019,Autumn,Oct,27,sunday,TRUE,9422,10533,,,,,,
2019,Autumn,Oct,28,monday,FALSE,11780,10321,,,,,,
2019,Autumn,Oct,29,tuesday,FALSE,9876,8742,,,,,,
2019,Autumn,Oct,30,wednesday,FALSE,4335,10510,,,,,,
2019,Autumn,Oct,31,thursday,FALSE,3460,8610,,,,,,
2019,Autumn,Nov,1,friday,FALSE,7312,7211,,,,,,
2019,Autumn,Nov,2,saturday,TRUE,5271,9889,,,,,,
2019,Autumn,Nov,3,sunday,TRUE,6096,8253,,,,,,
2019,Autumn,Nov,4,monday,FALSE,11067,10388,,,,,,
2019,Autumn,Nov,5,tuesday,FALSE,10013,7658,,,,,,
2019,Autumn,Nov,6,wednesday,FALSE,9571,6754,,,,,,
2019,Autumn,Nov,7,thursday,FALSE,7506,4880,,,,,,
2019,Autumn,Nov,8,friday,FALSE,6772,5787,,,,,,
2019,Autumn,Nov,9,saturday,TRUE,5396,7829,,,,,,
2019,Autumn,Nov,10,sunday,TRUE,4648,6470,,,,,,
2019,Autumn,Nov,11,monday,FALSE,2174,5917,,,,,,
2019,Autumn,Nov,12,tuesday,FALSE,3471,7040,,,,,,
2019,Autumn,Nov,13,wednesday,FALSE,4139,8435,,,,,,
2019,Autumn,Nov,14,thursday,FALSE,5539,4859,,,,,,
2019,Autumn,Nov,15,friday,FALSE,6137,4012,,,,,,
2019,Autumn,Nov,16,saturday,TRUE,4260,4695,,,,,,
2019,Autumn,Nov,17,sunday,TRUE,3507,6163,,,,,,
2019,Autumn,Nov,18,monday,FALSE,7795,5104,,,,,,
2019,Autumn,Nov,19,tuesday,FALSE,7456,8404,,,,,,
2019,Autumn,Nov,20,wednesday,FALSE,9205,6959,,,,,,
2019,Autumn,Nov,21,thursday,FALSE,6717,5472,,,,,,
2019,Autumn,Nov,22,friday,FALSE,7612,1423,,,,,,
2019,Autumn,Nov,23,saturday,TRUE,4434,7897,,,,,,
2019,Autumn,Nov,24,sunday,TRUE,5041,8366,,,,,,
2019,Autumn,Nov,25,monday,FALSE,9074,5589,,,,,,
2019,Autumn,Nov,26,tuesday,FALSE,6437,1455,,,,,,
2019,Autumn,Nov,27,wednesday,FALSE,4340,2551,,,,,,
2019,Autumn,Nov,28,thursday,FALSE,1575,2179,,,,,,
2019,Autumn,Nov,29,friday,FALSE,3073,1754,,,,,,
2019,Autumn,Nov,30,saturday,TRUE,1538,1792,,,,,,
2019,Winter,Dec,1,sunday,TRUE,1887,1688,,,,,,
2019,Winter,Dec,2,monday,FALSE,6964,4425,,,,,,
2019,Winter,Dec,3,tuesday,FALSE,7684,5769,,,,,,
2019,Winter,Dec,4,wednesday,FALSE,8200,4882,,,,,,
2019,Winter,Dec,5,thursday,FALSE,8788,3265,,,,,,
2019,Winter,Dec,6,friday,FALSE,7221,2952,,,,,,
2019,Winter,Dec,7,saturday,TRUE,4162,3340,,,,,,
2019,Winter,Dec,8,sunday,TRUE,3975,5827,,,,,,
2019,Winter,Dec,9,monday,FALSE,6948,4032,,,,,,
2019,Winter,Dec,10,tuesday,FALSE,5388,5258,,,,,,
2019,Winter,Dec,11,wednesday,FALSE,4862,4971,,,,,,
2019,Winter,Dec,12,thursday,FALSE,6628,2803,,,,,,
2019,Winter,Dec,13,friday,FALSE,7485,3225,,,,,,
2019,Winter,Dec,14,saturday,TRUE,3511,5037,,,,,,
2019,Winter,Dec,15,sunday,TRUE,2645,1887,,,,,,
2019,Winter,Dec,16,monday,FALSE,5765,4022,,,,,,
2019,Winter,Dec,17,tuesday,FALSE,5973,3004,,,,,,
2019,Winter,Dec,18,wednesday,FALSE,4762,2926,,,,,,
2019,Winter,Dec,19,thursday,FALSE,5691,1663,,,,,,
2019,Winter,Dec,20,friday,FALSE,5778,1654,,,,,,
2019,Winter,Dec,21,saturday,TRUE,3851,3099,,,,,,
2019,Winter,Dec,22,sunday,TRUE,3953,1699,,,,,,
2019,Winter,Dec,23,monday,FALSE,5540,803,,,,,,
2019,Winter,Dec,24,tuesday,FALSE,3062,1837,,,,,,
2019,Winter,Dec,25,wednesday,FALSE,2420,2165,,,,,,
2019,Winter,Dec,26,thursday,FALSE,5801,2155,,,,,,
2019,Winter,Dec,27,friday,FALSE,3981,1796,,,,,,
2019,Winter,Dec,28,saturday,TRUE,2768,662,,,,,,
2019,Winter,Dec,29,sunday,TRUE,3902,1816,,,,,,
2019,Winter,Dec,30,monday,FALSE,3308,,,,,,,
2019,Winter,Dec,31,tuesday,FALSE,2189,,,,,,,
